Gene,S001,S002,S003,S004,S060,S007,S062,S010,S011,S021,S012,S013,S063,S014,S015,S023,S017,S064,S018,S019,S026,S020,S022,S024,S025,S030,S053,S032,S033,S067,S034,S036,S068,S038,S039,S041,S069,S043,S045,S070,S047,S092,S048,S049,S071,S050,S054,S055,S057,S094,S073,S074,S096,S075,S085,S086,S088,S089,S072,S082,S035,S078,S077,S029,S079,S061,S066,S031,S052,S076,S083,S090
CHCHD2,9.384062,9.046882,9.621842,9.620864,8.512331,7.8107467,8.937552,7.932048,9.0481825,9.644891,9.303499,9.243192,8.492864,8.535266,9.269889,8.820637,8.933952,9.217304,7.9026294,9.105605,9.286531,8.660193,7.7990365,8.553292,9.496504,7.5989556,8.772228,8.17613,7.837134,8.085484,8.650474,9.663951,9.536275,8.963089,7.692395,9.641261,9.257097,9.867228,8.735671,9.087285,7.9757123,9.67536,8.121348,8.418777,9.737616,9.093702,8.957527,7.983732,7.43487,9.011799,8.17038,8.880712,9.356388,7.803846,8.788307,9.416297,8.77328,8.61636,9.544126,8.545696,9.287882,8.538963,9.039122,9.378635,7.666871,9.194684,9.835689,9.783276,9.80929,8.444238,9.622907,8.904013
CHCHD3,9.23899,8.572203,10.294308,8.973655,9.354875,8.826816,9.025266,8.043289,8.482066,9.165656,9.442206,8.115054,9.56365,8.679043,8.999129,8.507462,9.193192,9.08312,8.388648,9.909843,9.044296,8.639855,9.654201,8.77115,9.542947,9.328944,8.200943,7.522147,9.021969,7.8457417,9.242809,9.394585,9.94659,9.294362,8.212718,9.811614,9.256124,9.808469,8.825404,9.049322,9.640665,9.443462,9.449391,8.666602,9.464313,9.239249,9.394955,9.065166,9.211194,9.09096,9.43851,9.488405,10.336089,8.7316,8.26951,9.544646,8.77651,8.839567,9.769553,8.58768,10.11825,8.658315,10.009326,9.189115,7.4106956,9.185295,9.625894,9.646855,9.534136,9.821588,8.781551,9.024671
CHCHD4,7.361442,7.5890813,7.3450713,7.501981,7.4029493,6.5112104,7.2396345,6.9734697,7.132438,7.675244,7.4474893,7.2400956,7.639486,7.0723305,7.3300757,6.276809,7.4425335,7.4824457,6.5865626,7.720848,7.7852707,7.327961,7.663201,6.659526,7.962245,7.048248,7.0908055,7.052842,6.570252,7.04018,7.6646023,7.970549,8.168342,7.2294073,6.8441477,7.418026,7.542171,7.763804,7.363871,7.306877,7.5043,7.9037952,7.2155714,7.137321,7.5117784,7.539857,7.4225664,7.145911,6.375676,8.23376,7.694487,7.593179,8.217907,6.7984486,7.307359,7.892146,7.2245007,7.5735393,7.7349963,7.6704054,7.4816303,7.0918903,7.734941,7.5615,6.951146,7.712097,7.4944897,7.6707525,7.59273,7.5065417,7.6871295,8.000936
CHD4,7.8771863,8.105312,8.745246,8.6927,8.041347,7.997322,8.402092,7.774631,8.368362,8.734976,8.710293,7.772998,7.9734626,7.8506994,8.908322,7.950099,8.766797,7.9631,7.873748,8.476399,8.545852,8.05303,8.322817,7.808823,8.848849,8.057086,7.1469584,7.4186697,7.258009,7.223347,7.786152,8.441765,9.624193,8.404904,7.5470467,8.52977,8.712376,7.9565334,8.211983,8.598742,8.289263,8.279888,7.9820666,8.072259,8.223999,8.682828,8.662275,8.116782,8.217661,7.9131794,8.564782,7.56705,7.9013705,7.16827,8.066892,8.445868,8.206544,8.075921,8.749558,7.9614053,8.651011,7.516432,8.653578,9.201783,7.373387,8.743679,8.457532,9.339615,8.611443,8.557317,8.421144,7.909827
CHERP,8.142192,8.989303,9.143876,9.097068,8.119958,8.225821,9.088358,8.107235,9.028869,9.460573,9.389744,8.069533,8.404541,8.311934,9.553158,8.743972,9.416655,8.061131,8.474286,8.800735,8.925279,8.692346,9.091936,8.470565,9.81549,9.363476,8.279306,8.297249,8.149294,8.17937,8.515006,8.983594,10.134671,8.727252,7.8795285,9.197144,9.284512,7.8647523,9.070737,9.04491,9.002098,9.195362,7.9987288,8.635449,8.34804,9.20768,9.056315,7.9487567,8.197623,8.219022,9.35923,8.002005,8.0461645,8.123521,8.491894,9.083246,8.505307,8.569613,9.212503,8.120172,9.017178,7.367741,8.996749,9.586585,8.208798,8.739747,8.867182,10.029581,8.9521475,9.32895,8.710018,8.168897
CHI3L1,8.424635,9.501218,7.7878923,8.812596,9.424675,9.893669,9.621874,10.458125,9.2006,9.527921,9.68736,8.524738,8.174083,9.875603,9.429248,9.791379,9.24178,8.375459,9.582939,8.870195,7.519976,9.551914,10.39307,8.712986,10.115809,8.99412,7.163488,8.292195,8.7984495,10.026956,8.9836235,10.050239,8.666677,8.909674,8.777609,9.077788,8.242758,10.161823,9.7156925,7.881911,8.945777,8.9226465,8.92559,8.417222,8.47305,8.6329565,8.997028,9.071816,9.8273735,8.565424,10.837655,7.283589,8.195415,9.142967,9.708531,8.289319,10.712256,9.465695,9.036915,8.677539,7.5252314,9.010155,7.616417,9.068926,8.145358,9.613084,8.675108,10.336422,9.493764,9.393358,9.750801,8.57479
CHID1,8.519934,8.83409,8.664081,9.634158,8.885931,8.611252,9.602709,8.802193,9.601747,10.562394,9.689681,8.6812525,8.396594,8.852612,9.778634,9.665654,9.7048,9.169564,8.318907,9.531241,9.496775,9.51365,9.361645,8.886753,10.243268,8.1699705,7.5009136,7.6072493,7.61516,7.742686,8.871658,10.350468,10.22465,9.544629,8.200909,9.904489,9.995345,9.073837,9.350929,9.5162525,9.279055,10.293972,9.001355,8.354127,9.537778,10.052495,9.291708,8.689055,9.410066,8.696769,9.159382,8.098011,9.747225,8.156104,9.048021,10.403494,9.56542,8.732467,9.680117,8.599924,8.932025,9.284859,9.44331,10.22316,7.9372163,9.96238,8.904727,10.655968,10.309315,9.40559,9.579603,8.480049
CHIT1,8.541901,8.837355,9.175089,8.89776,9.859212,9.68916,9.074971,10.055225,9.145158,8.342129,8.38145,8.514624,8.674394,8.847818,8.854563,9.246613,10.009468,8.352698,9.620813,8.878149,8.988332,9.0269375,11.505755,9.059411,10.585368,9.145588,9.067472,8.488585,9.192348,9.588981,8.727314,8.663345,9.281665,7.9748297,8.739104,9.930589,8.787595,8.463177,8.323168,8.881262,8.436842,9.789909,8.96358,9.075381,8.177454,9.595379,9.113238,9.94154,10.33739,9.748318,10.736702,8.833263,8.996157,8.407744,9.533864,9.308288,8.738567,9.446734,10.066693,9.018721,8.623313,8.872056,8.320502,8.12014,8.067665,8.824422,8.46939,8.56638,8.092737,9.292663,9.237458,9.009206
CHKB,9.3121,9.324606,8.880051,9.247292,8.703667,7.997105,8.914402,8.915451,9.198341,9.115367,9.2672615,9.162341,8.311631,8.448976,9.410086,9.802758,9.382581,9.19084,8.924036,9.271386,9.886715,9.308702,8.934183,8.084525,9.003944,9.043468,8.186684,8.195037,7.7185698,8.8604355,8.979212,8.821801,10.027485,8.768118,7.770097,9.125433,9.700147,8.930829,8.872241,8.796602,9.343894,9.683574,8.500425,8.179754,9.625364,9.272945,9.338243,8.366916,8.241145,8.294402,9.04913,8.409945,8.3117075,8.314557,8.845998,9.618058,9.254942,9.004225,9.11838,8.199714,9.14043,8.439611,9.67458,9.526134,8.434093,8.977101,9.924915,9.356913,9.777505,9.132235,8.963239,8.376637
CHL1,8.426101,8.182854,10.374834,8.619306,7.8572717,7.9245834,8.038334,8.277104,9.175449,7.2083488,8.265733,8.17017,9.544006,7.335177,8.832495,8.907576,9.195477,7.708207,9.165697,10.968839,8.650414,8.458217,9.221353,8.2782345,8.577546,8.775119,9.993281,7.974972,8.670888,6.94191,8.174451,8.046902,8.837474,8.910183,8.185918,8.181137,9.943966,8.632791,9.012976,8.827206,10.386939,8.73188,8.184582,8.365184,8.143593,7.8882995,8.683734,8.0262,8.768466,8.784787,8.247283,9.180004,8.535452,9.138045,8.496682,9.648376,7.498795,7.9810233,11.845283,9.515702,9.0416765,8.080829,8.492153,9.9169445,7.208789,8.877766,8.209718,9.296214,8.618024,11.5162115,8.368545,9.131113
CHM,8.281677,8.44588,8.121871,8.311354,7.875069,7.786906,8.386055,8.203111,8.513414,8.687376,8.643085,8.259666,8.186061,7.8777623,8.660815,8.499795,8.509559,8.557491,7.851984,8.474102,8.76092,8.570845,8.3994465,8.016504,8.431438,7.577987,7.984365,7.7766943,7.809687,7.5599117,8.182295,8.54926,9.020658,8.050992,7.7152085,8.554582,7.942074,8.410841,7.991574,7.994492,8.377156,8.424601,7.8951616,7.81971,8.5236635,8.872482,8.611935,7.738558,7.5889373,8.023644,8.462744,8.553653,8.179721,7.5460343,7.598047,8.45758,8.165948,8.23831,8.469498,7.798955,8.740768,7.866137,8.295668,8.6871395,7.7978477,8.694018,8.641601,8.776903,9.189858,8.455179,8.270397,7.8522387
CHMP1A,9.273963,9.167661,9.427165,9.004399,8.542424,8.1812935,8.811958,8.799559,8.895018,9.162511,8.773749,9.377555,8.658916,8.070054,9.055123,9.057206,8.84681,9.362905,8.234864,8.8455,9.859949,8.958194,8.987951,8.537979,8.839814,8.9507885,8.408135,7.9296865,8.355412,7.7944684,8.677487,9.073762,9.722814,8.747815,8.080977,9.083881,9.360349,9.566148,8.746835,8.339422,8.507917,9.234624,8.242787,8.360908,9.672771,9.337422,9.188146,8.6722555,8.564105,9.386298,8.957199,9.473731,9.021877,8.1152935,8.770485,9.506295,8.719473,8.784209,9.190568,8.698561,9.463658,8.340926,9.1607065,9.241635,8.125279,8.907495,9.689565,9.351241,9.699029,8.672519,9.136496,8.571578
CHMP1B,9.835698,10.170432,9.798564,9.55908,9.197895,9.123514,9.417682,9.595069,9.64758,9.847583,9.617441,9.497339,9.319929,9.179987,9.560771,9.452983,9.918469,9.760931,9.396678,9.496119,10.189881,9.467024,9.182017,9.228515,9.76864,8.623137,9.223209,8.809426,8.6355295,8.79829,9.337381,9.776315,10.463109,9.483352,9.120618,9.668276,9.75945,10.086787,9.239778,9.019283,9.2135105,9.684818,9.064358,9.154621,10.226058,9.843339,9.717348,9.074749,9.066195,9.252294,9.534646,9.459077,9.387286,8.599521,9.389785,9.775387,9.729395,9.241348,9.404767,9.384645,10.07636,8.531587,9.44384,9.784772,8.8492365,9.540098,10.022147,10.133519,10.031063,9.293419,10.079296,9.083616
CHMP2A,9.904725,9.574637,9.425948,9.688497,9.175205,8.858731,9.240726,9.026375,9.382934,9.443045,9.723138,9.66316,9.082964,8.865419,9.234763,9.099373,9.596465,9.740464,9.069737,9.461519,9.913876,9.230249,9.319632,9.206013,9.307997,9.351355,8.901459,8.239712,8.41235,8.624639,9.270561,9.379442,9.87213,9.540255,9.068896,9.591531,9.337528,10.129789,9.030219,9.460179,9.146142,9.54382,9.141057,8.983777,10.328728,9.626973,9.642215,9.440143,9.134263,9.362819,9.347166,9.543642,8.936435,8.939749,9.3736725,9.64461,9.701755,9.473627,9.71931,9.044111,10.004088,8.789796,9.729883,9.469305,8.712017,9.457348,10.26936,9.740737,9.947518,9.691547,9.61554,8.386698
CHMP2B,9.335121,8.9501915,9.368721,9.38284,9.095821,8.878598,9.266413,8.602363,9.402488,9.017448,9.340893,9.777339,8.983521,8.396961,8.688924,9.786117,9.309983,9.47844,9.115975,9.101947,10.193896,8.883875,9.318898,8.675561,9.337129,8.849972,8.444742,8.193798,8.045434,8.492359,8.951528,9.037943,9.812942,9.114422,8.650957,9.672653,9.910493,9.762939,9.015011,9.078262,9.18053,9.172379,8.839579,8.85384,10.133475,9.463107,9.395452,9.190114,8.920778,9.571641,8.455309,9.693044,8.866863,8.566501,9.18132,9.526835,8.986121,8.742687,9.888101,8.68662,9.620937,8.724998,9.331685,8.994713,8.649225,9.13704,10.307924,9.41049,9.746529,9.1822,9.624255,9.157453
CHMP3,9.746648,9.5291395,9.622703,9.436926,9.26149,8.216404,9.236491,9.10577,9.569546,9.504224,9.827617,9.91812,9.485161,8.748127,9.681928,9.404489,9.466677,10.354234,8.976829,9.992217,10.844411,9.6192875,9.385831,8.855901,9.327022,8.599468,9.271628,7.844224,8.413688,8.276289,9.334406,9.426635,10.150371,9.785988,8.125122,9.952749,9.7819395,10.248122,9.11087,9.45571,9.229967,9.266222,8.765481,8.634365,10.638247,9.975698,10.042662,9.091098,8.5239935,8.836196,9.199908,9.769954,8.568122,8.520299,8.681799,9.045401,9.481087,9.334848,10.101239,8.650123,10.218345,8.82581,10.3475685,9.847628,8.046484,9.937514,10.808868,9.96867,10.363804,9.429955,9.84278,8.6149
CHMP4A,8.815066,8.931409,8.085557,9.302414,8.75289,8.866372,9.035864,8.909286,8.97218,9.371963,9.156402,8.972554,8.53854,8.31197,8.965505,8.8967905,9.227202,8.976981,8.78458,8.68608,9.267411,8.728511,8.807829,8.9042225,9.09846,8.876047,8.162344,8.040023,7.855902,8.633124,9.207637,9.111794,9.799751,8.698748,8.560519,8.926164,9.21408,9.31166,8.899833,9.180325,8.701326,9.510406,8.821626,8.817943,9.450901,9.159704,8.9850235,8.986473,8.867752,9.676592,8.6481905,8.943195,8.806696,8.446596,8.884022,9.438131,9.242879,8.819162,8.969776,8.6033125,8.729715,8.642683,8.839412,9.146113,8.156048,9.337048,9.4621315,9.211868,9.50033,9.056527,9.466336,8.544991
CHMP4B,10.212781,10.065586,10.053045,9.999215,9.26621,8.779593,9.818258,9.879805,9.858201,9.65786,10.2132,10.065937,9.273253,8.898469,9.5798645,9.979116,9.883711,10.085995,9.186876,9.966734,10.891713,9.96532,9.549965,9.165446,9.616713,9.635187,9.046362,8.1174755,7.091398,8.89523,9.731264,9.887165,10.370664,9.59006,8.732406,10.298726,10.841644,10.814214,9.396672,9.5200205,9.40546,10.605386,8.848094,9.033167,10.59293,10.182173,9.930542,9.416857,9.188065,10.0240345,9.059559,10.306029,9.43196,8.736114,9.551238,10.15906,9.967732,9.362233,10.175239,9.135558,10.106139,8.865529,10.459054,9.639725,8.117354,9.75465,10.89063,10.002364,10.684231,9.702746,10.463048,9.531277
CHMP5,8.864684,8.949331,8.320313,9.260933,8.855301,8.277778,9.141966,9.1757965,9.385605,9.084241,9.356145,9.490496,8.613529,8.869443,9.003577,9.039384,9.06767,9.185321,8.591565,8.807537,9.225618,9.023198,8.738076,8.869443,8.597728,8.748766,7.822346,8.547651,8.484686,8.609832,9.060837,8.889093,9.874431,9.202216,8.415425,9.048761,10.117587,9.602268,8.06825,9.371818,8.45187,9.377307,8.638675,9.083428,9.684859,9.253004,9.14662,8.771215,7.9535065,8.077409,8.000456,8.348541,7.419436,8.60537,9.111728,9.3184595,9.059763,8.913494,9.22221,8.52666,9.476321,8.56737,8.929236,9.338846,8.136699,8.974923,9.825273,9.457262,9.627398,9.292184,8.614971,8.980589
CHMP6,9.5482645,9.500363,9.545697,9.48699,9.178911,8.581508,9.201998,9.661587,9.690628,9.680768,9.752385,9.245255,9.195044,8.652698,9.642337,9.037807,9.526523,9.784495,9.262962,9.8924885,10.045329,9.373405,8.661372,9.161171,9.483779,9.381669,8.546331,8.399557,8.658916,9.510922,9.385202,9.505876,9.799586,9.608058,8.408582,9.875889,9.734837,9.933291,9.425643,9.480447,9.623552,9.126975,8.962762,8.878558,9.780805,9.628575,9.757943,8.871808,8.625886,8.2898445,9.296279,8.907597,9.144204,8.491329,9.017519,9.691205,9.417494,9.498327,10.15629,8.928592,9.877428,8.774921,10.00474,9.938497,8.299445,9.550336,10.020028,9.929474,10.057462,9.625444,9.262947,9.098166
CHORDC1,8.609621,9.089643,7.8024406,8.786372,8.294204,8.351769,9.263984,8.701484,9.053784,9.3050785,8.992768,9.070495,8.032118,8.565408,9.291366,9.275834,9.048695,8.871125,8.390742,8.487601,9.7544365,8.8016205,8.651869,8.318335,8.8672495,9.004883,7.658205,7.7911057,7.647422,7.8618693,8.493744,8.61488,9.9882345,8.53904,8.321386,8.687641,9.4961195,9.083117,8.088908,8.958493,8.649911,8.850865,8.474634,8.3640995,9.528766,9.16412,8.59042,8.393335,8.3841505,7.951707,8.799929,7.627576,8.035033,8.133607,8.584664,8.626668,8.406344,8.542655,8.847688,8.446665,8.957773,7.8429804,9.015131,9.196001,8.236055,9.152907,9.695391,9.2569895,9.32762,9.005173,8.586126,7.256728
CHP1,8.931488,9.043131,9.477751,9.282303,9.551257,8.818565,9.411141,9.220648,9.033296,9.292749,9.381201,8.892818,8.665142,8.762507,9.37731,9.047369,9.194728,8.867048,9.011337,9.440358,9.003924,8.872912,9.777277,8.866997,9.971987,9.101917,8.323235,8.110494,9.420425,8.855068,9.218335,9.297683,9.245097,9.365138,8.373891,10.322424,9.432677,9.210142,8.956375,8.704914,9.327143,8.853151,8.939008,8.896405,9.1539755,9.240526,9.269142,9.043274,9.231678,6.974131,9.35856,8.036693,8.681604,8.485546,8.336985,9.407328,9.067578,9.008949,9.820686,8.304003,8.975624,8.710912,9.08806,9.416605,8.405471,9.326696,9.119254,9.322256,9.518773,9.35249,9.25475,9.110371
CHST14,9.862196,8.733297,9.062223,8.449889,8.361293,8.021698,8.827516,8.258213,8.95018,8.656179,9.366537,8.79373,8.805639,8.635047,9.011367,8.892934,8.279715,9.105279,8.224873,9.550766,9.602483,8.355537,7.7857113,9.049208,9.025837,8.248726,9.326198,8.140314,8.344201,8.3104,9.03949,9.115978,8.059468,9.062464,7.4362473,9.395265,9.612374,9.997655,8.213193,8.908661,7.78558,8.959915,7.46576,7.766065,9.26637,8.699602,9.605694,8.254031,8.299078,8.812198,8.45801,9.812215,9.459535,8.766797,8.7391,8.785103,9.068541,9.031292,8.714285,8.517737,9.0914135,8.731335,10.662874,9.805715,8.354402,8.631782,9.798161,8.871649,9.972624,8.514949,9.416918,8.666838
CHTOP,8.118725,8.122985,9.015236,9.674242,8.12086,7.3832192,8.319509,8.102659,9.022934,9.161514,8.597342,7.6162696,8.557163,8.102781,8.55484,8.072793,9.287535,8.03501,8.223954,8.625236,9.114763,8.076673,8.423266,7.549491,9.350288,8.50224,8.166568,7.602136,7.931759,7.341664,6.973307,8.540946,10.552693,8.9536915,7.851545,9.008323,9.3875,8.0272255,8.755928,8.467067,7.3585224,9.456031,7.900627,8.174954,8.785705,9.209859,8.859853,7.748028,7.391902,9.712262,7.628064,7.584936,6.915522,7.9444203,8.311889,9.035489,8.913713,8.421842,9.192357,8.826052,9.021435,6.835705,9.143478,9.532021,7.7470093,9.3416395,9.25118,10.251221,9.219841,9.166194,8.610877,8.284638
CHUK,7.659124,8.278894,7.8472123,7.8014307,7.8644867,7.376599,7.847327,8.113668,7.9446015,8.167953,7.9073586,7.746499,7.9365077,7.7854276,8.224796,8.108521,8.262506,8.196831,7.873869,8.14168,8.196462,8.101555,7.971404,7.3230186,8.32392,7.265356,6.7934,6.4329967,6.6590176,7.4813523,7.447714,7.7028465,8.305706,7.620295,7.344254,8.251189,8.263181,7.516662,7.3788543,7.6988444,7.752508,7.7647076,7.6735783,7.403628,7.8883133,8.176048,8.163151,7.625495,7.2741246,6.7197323,8.154986,7.6330576,7.859762,6.7717376,7.196937,8.007362,7.319953,7.500192,8.454484,7.560042,8.100274,7.5471973,7.785628,7.927212,7.3295465,8.28992,8.49899,8.42931,8.250707,8.18037,8.378104,7.289781
CIAO1,8.455243,9.094064,7.10976,8.960816,8.401455,8.039555,9.0230055,8.823813,8.948629,9.383054,9.074583,8.371168,7.8953686,8.45923,9.200411,8.8661785,8.992337,8.674902,8.263664,8.456184,8.813624,8.704262,8.603373,8.470355,8.978733,8.784948,8.119514,7.846662,7.855797,7.7130303,8.920591,9.112651,9.665198,8.223006,8.1173525,8.3724575,9.238107,8.07503,8.456236,8.558372,8.516706,9.427592,8.757131,8.044168,8.451682,9.243808,8.689891,8.008563,8.404641,8.589223,9.017698,8.369741,9.18549,8.472285,9.08885,8.861072,9.057466,8.433435,8.567223,8.962443,8.3079605,8.523648,8.683292,9.344548,7.854749,9.088013,8.750821,9.225054,9.497507,9.186446,9.54746,8.399251
CIAO2A,9.09879,9.199548,9.11466,9.776007,9.109231,9.211061,8.760591,9.950523,9.590398,10.060109,9.662916,9.303443,8.892474,9.205399,9.9250765,8.486902,9.715608,9.327116,8.93089,9.190063,9.292762,9.416734,9.219852,9.190313,9.931041,9.162836,8.97654,8.726513,8.298595,8.233273,9.655768,10.093544,10.408814,8.446878,9.097224,9.5677185,9.489497,9.4950075,9.129014,9.692454,9.51878,9.818019,9.627867,9.436275,8.986932,10.185636,9.115628,9.226154,9.681049,9.357439,10.031821,8.561006,9.700535,9.2580385,9.363774,9.753376,9.786861,9.216984,9.193598,9.071476,8.705856,9.643234,8.659936,10.047999,9.394045,9.97651,9.396911,9.90742,10.578814,9.548063,10.308776,9.239214
CIAPIN1,8.478219,8.933831,7.825393,8.955512,8.2903805,8.136087,8.89093,8.559202,8.80274,9.289798,8.926585,8.486774,8.031677,8.189716,9.064318,8.945963,8.941236,8.763796,8.259588,8.367786,9.137871,8.851161,8.606898,8.354058,8.907153,8.578324,7.572746,8.232141,7.290297,8.014303,8.607779,8.831898,9.70912,8.31579,8.079573,8.709813,9.277343,8.749628,8.559043,8.495367,9.198919,9.121214,8.50775,8.312389,8.704907,9.241173,8.886909,8.363629,8.741898,9.141414,8.923561,8.519857,8.518331,8.2628,8.657374,8.897151,8.731345,8.547997,8.938158,8.324692,8.342514,8.114758,8.653508,9.48196,8.053395,9.2139,9.067986,9.285525,9.4338045,8.924664,9.097429,8.553557
CIB1,7.7302275,8.423754,7.2820044,8.183519,6.9524097,7.8438215,8.850566,8.335346,8.097689,8.269642,8.517677,7.8984857,7.9189224,7.6996264,8.526435,8.498604,7.889066,8.175942,7.824754,7.990701,8.369483,7.928332,8.528338,8.096755,8.302343,8.680508,7.8355417,6.6535735,7.398757,8.613007,8.67908,8.471882,8.95564,7.8365088,7.468299,8.440154,8.99326,8.128899,7.8169312,8.94275,8.189009,7.4627604,8.140127,8.086998,7.319573,8.006407,8.005824,8.244546,8.466013,8.246934,7.7843857,7.7708626,7.9265065,8.054557,7.667811,6.9174194,7.496342,7.279922,8.274225,7.888883,7.087551,7.8168945,7.9144597,8.7164755,7.7968907,8.137889,7.7365947,8.914394,8.690783,8.290397,8.358506,7.959553
CILP,8.235089,7.9044313,8.250219,8.319872,7.906125,8.400836,9.582587,7.777123,8.51441,9.203716,8.3228245,8.289521,8.477868,8.123523,7.8631406,8.882305,8.20934,7.924205,8.231805,8.790867,8.149067,8.665776,8.099435,8.209645,8.45714,9.380955,7.246,8.629155,7.4831886,8.310825,8.902083,7.7403793,7.6726313,8.681634,7.7190976,8.272083,8.762097,7.9434075,7.6771894,8.4243355,9.003137,8.236739,8.022462,9.044043,7.6501226,8.182867,8.066548,7.7296863,8.671631,8.283926,7.9627113,8.0699625,8.309009,7.830156,8.307363,9.232054,7.447547,8.169452,8.606388,8.590491,7.8150525,8.748591,9.880799,9.518571,9.023437,8.166592,8.206067,9.656959,8.499528,8.90965,7.707008,8.265877
CIRBP,8.978524,9.184742,8.600616,9.5981655,8.5384035,8.140874,9.416403,8.14464,9.412663,9.910217,9.684769,9.1186285,8.68302,8.500044,9.785726,9.251437,9.289947,9.560358,8.231681,9.213327,9.671201,8.872249,8.6954565,8.340318,9.351903,8.302288,8.002448,7.748112,8.476202,6.8005066,8.405793,9.591335,10.721201,9.355124,7.75687,9.062526,10.7063265,9.607536,8.742968,9.586834,9.342955,9.555336,8.777776,8.429096,9.897124,9.756033,9.778197,8.535029,8.893042,8.500175,9.443832,8.030182,8.280043,8.232423,9.017501,9.969046,9.05738,8.921513,9.702621,8.495237,9.698485,8.281624,9.540481,10.720612,7.509016,9.522859,10.023152,10.094806,10.376474,9.374405,9.064695,7.9687204
CISD1,9.46203,10.302848,9.797749,9.73477,9.8953,8.511317,9.818933,7.440063,10.003076,10.6093855,10.717538,8.311034,8.4021435,8.965139,10.443314,9.9606,9.91402,10.232066,8.453496,10.352588,10.412466,9.927439,10.064471,9.522274,10.893635,9.80933,8.225283,7.4903607,9.230562,6.811975,8.479556,9.954728,10.748324,10.335798,8.176447,10.4347,9.825672,10.247327,9.867968,9.430389,9.334151,10.426907,8.396887,8.59951,9.994661,10.103124,10.59055,8.310753,8.20286,7.1351027,9.988252,7.1538177,9.140923,9.108625,8.7657175,10.598374,10.328552,10.140314,10.40292,7.643396,10.129251,8.339971,10.020708,10.998211,7.9429293,10.15669,9.895364,10.901485,10.678813,10.503818,9.935885,7.8850274
