Genes,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 60,Sample 6,Sample 7,Sample 8,Sample 9,Sample 62,Sample 10,Sample 11,Sample 21,Sample 12,Sample 13,Sample 63,Sample 14,Sample 15,Sample 23,Sample 16,Sample 17,Sample 64,Sample 18,Sample 19,Sample 26,Sample 20,Sample 22,Sample 24,Sample 25,Sample 30,Sample 53,Sample 32,Sample 33,Sample 34,Sample 36,Sample 38,Sample 39,Sample 41,Sample 69,Sample 43,Sample 91,Sample 45,Sample 70,Sample 47,Sample 92,Sample 48,Sample 49,Sample 93,Sample 54,Sample 55,Sample 94,Sample 73,Sample 74,Sample 80,Sample 81,Sample 96,Sample 75,Sample 85,Sample 86,Sample 88,Sample 89,Sample 72,Sample 82,Sample 78,Sample 77,Sample 95,Sample 29,Sample 37,Sample 79,Sample 61,Sample 66,Sample 76,Sample 83,Sample 87
ADAMTS13,8.51306692533545,8.65252084046665,9.30575884058847,8.00211753163896,8.86136956092175,9.03103668129932,8.89532405867607,8.33991901679081,8.51018178666556,8.25855986481926,8.82801396236213,8.48669885545205,8.41084488439108,8.92704462226964,8.64033527618827,8.23508299432333,9.5538939966606,8.8306433866726,8.21765106137763,8.72854159428594,8.63881074936609,8.86753183360836,9.10544654685162,8.72466945670514,8.71197775047444,9.01730181453665,8.58298754812166,8.77319028814552,8.58017847435376,8.53036717131121,9.01318947221448,8.74669033987649,8.70276493195163,8.73419101237557,8.98758804382432,9.09520000574383,8.72768881557544,8.58190089719039,8.41723436561016,8.50498621516675,7.82382997296196,9.27650911076121,8.39706819907079,9.71009878479409,8.53012088802136,9.32147359552142,8.60000253989133,8.52995006383251,8.79360553226173,8.10733345420851,9.17531503202306,8.98622586823597,8.56882842496465,8.90289829159137,9.50586055824485,9.29488518495133,8.96331859257578,8.46738606097281,8.98709507240023,8.81391248071371,9.20223266797408,9.23020517068939,8.9375314577142,9.08432248436357,9.0695636529251,9.2325392473764,7.52317217208999,8.91620656229681,9.03231373210457,9.10958020400525,8.86408704969672,9.45388204746027,8.79374756472785,9.39209490454606,8.72847938101798
KRT13,11.2710435615775,9.25644224809244,10.0735965109996,10.7538201824165,9.36541703335383,11.3618136863401,10.2415104829054,10.2638555158785,10.3469582945418,9.90846004435673,10.011803598146,9.36440103203969,10.4066175335015,10.2092124687815,12.3339680726484,11.0174039078662,10.8303927762008,10.0896743575302,10.7711401040922,9.93672045748554,9.75448176661279,10.1171468660408,11.816525490875,10.3628638074607,10.4567293205422,10.9587490253969,10.6115628616035,10.8422364090952,11.0409496831312,9.87478307339028,11.0418387526654,11.2890935811453,11.8790475052028,10.8116674378275,8.78940816481551,9.94295256899866,12.4378804156737,9.52142193843494,9.81188537078953,9.5004444780062,9.27745510572829,11.3769238815483,8.8250012064783,9.69755184697776,12.0060961258007,10.3371322422582,9.32779305490472,11.275750711032,10.5387772042177,11.1666148479085,10.9693854364345,11.4425573418652,9.99422661144876,10.4342282553041,10.9153974617096,10.5229662547182,10.5656711438939,9.99679163924951,10.1569747195828,10.9961799520968,10.3511240207508,9.05733399163568,9.97185849385512,10.6780561435771,11.8815999854896,11.4465503800286,11.3971127088251,10.7366501287388,11.0096377571373,11.3121468071865,11.7388767855694,11.4159675943006,11.6037405441155,11.9210304501856,9.67102767604563
PTPRF,8.17058076928881,7.87286093580349,7.99213592633197,7.514106508426,8.07853735406505,8.19983968888986,8.11410517154236,7.30118411816019,7.53342782563076,7.95892977650848,7.85689329599152,7.6621064092386,7.21606914199824,7.92519539315376,8.3712159127948,7.53889218878375,7.7129415323177,7.37573446548895,7.69189290138177,7.35052836842688,8.57640471741274,7.50708417017035,7.8629823506081,7.96936102567561,7.91384445367291,7.71629734610892,7.52832163289594,7.37953734587506,8.36719655662705,7.69632024913659,8.65275534348911,8.52316303432343,7.83698346391581,7.46061510360867,7.72950504116229,7.82298053169605,7.31949503929124,7.13826071794323,6.84638805452271,,7.1703836306264,7.94099629623197,6.91469641063062,8.14396106662724,7.97639665812577,7.89681589834555,8.16863990649476,7.78114763127125,7.5632650319716,7.61310377535843,7.57812797413614,7.92423678869263,7.70457041098881,7.73827726479575,8.09332512314793,8.81072515913835,7.99849844820262,7.95316577756031,7.93520416910536,7.93892911620516,8.34348952693147,8.55056845145439,7.7145722098275,7.92248210412224,7.60692332591486,8.06278544741697,8.23970210143486,7.78968948780306,7.96773840076441,7.56218180063168,7.15942243846491,8.23852906944083,7.92161052989086,8.4797869656942,8.28931122338588
PGLYRP2,9.16077177912415,8.85135461366512,8.81700382521569,8.92797867717614,8.77428606046736,9.85149648650888,9.68853197880411,8.74828389133462,9.2691077158803,8.93028645237552,9.3304488798963,9.1359577741422,9.34223845947376,9.94271370482118,8.5510021390664,8.78123399778551,9.86114134726257,9.30035384398809,9.0485394847258,9.25161994818022,8.72759887563968,8.98699589272597,9.84033345556215,9.07507639890874,9.25069785687384,9.28820697019744,9.47497479643276,8.76747062149557,9.03929879637619,9.19917650444,9.37470621490095,9.01082758189655,9.06837487685479,8.77531300958891,9.34579535175458,9.51396015891343,9.53992445109811,8.79861558325153,8.98833856923658,8.41818610735501,8.56083435848095,9.73644126433345,9.79606010427757,12.8331190976981,8.90171382228523,9.31376046431079,8.88232481182058,9.47448737896729,9.66156720988191,8.91431151712599,9.93430074338671,9.67920528211883,8.76592835561086,9.91435512649278,10.4781427538336,10.2266673835222,9.87846776030469,9.167467873963,9.76549578714906,9.12644865280624,10.306125674915,10.1570852632997,9.23583093957276,10.1463707993886,9.85847059901642,10.5378016995244,9.23041685592126,9.9787579820504,9.97483727748804,9.42627003823545,9.67491542346618,10.0916067272197,9.15200935057332,10.3601467894781,9.44927409983746
EIF2S1,8.22495396036542,9.60835775928378,10.5724712121064,9.10972323904341,10.1593496319284,8.91872424375252,9.83659684633332,9.7619920342037,10.2021798843731,9.96264009827548,9.19998880064081,9.79261082163319,9.90784298897969,10.223315165998,10.2214230244296,10.02066882842,10.1608176404436,9.69180162026168,10.2419003878819,9.5580920544157,9.79069046468702,9.80541562540607,8.36399720475728,9.71918103952609,8.82564207158351,8.82182739038912,9.564748388776,9.62131196224276,9.78116699019885,10.0908219957658,9.41084621054752,9.07213235106987,8.36752185050302,8.3574530360321,8.35239646640175,7.37453906124282,8.2540201645084,7.36539939575514,8.00082076125266,7.93902129166237,9.36070442423831,9.78902241516822,9.55540168055443,9.65367385325846,9.36052581218995,10.0843626242562,8.88112477550361,10.0097484279085,9.85816844694794,8.10680664648782,8.7155337280192,10.0109517402789,7.97812477885751,9.0321232815681,8.58838036809833,8.58055804414085,8.72748349450342,9.67073895803586,8.95724272981369,10.141124865797,8.98014719243741,8.28067397610274,8.69465025762266,8.91913175174914,7.54435115602629,8.01880039296286,7.41062999025124,7.6975481590693,8.07278250060972,,,8.05146738428275,6.72488731830782,8.25781870116391,8.13097382927769
TSKU,7.76635096097452,8.51269425260023,8.25450190254328,7.47064863757454,8.49426159852552,8.45953756032878,7.97377465718328,7.41441123382797,8.39446997758357,8.07481534572941,7.77950963955223,7.81250418156543,7.75782415876794,8.12523695119926,9.13935236361804,7.35563332234325,7.91228513480822,8.19347612030441,7.73613170601687,7.84369451964552,9.27346193529495,7.7822343499184,8.05255372441843,8.14486680614933,8.35773930982229,8.2374947801599,8.43369119984705,7.67401583389799,10.2135811839,8.83141030854505,7.25636184994862,7.8293638238138,8.71240163022197,8.40148417349278,8.69373706489184,8.10277137099413,7.72634522116121,9.19109954830904,7.5233814228491,,7.3752209416435,7.36745302993661,9.13634619012955,9.60985624712918,7.87015069442456,8.17043686939605,8.0259806507865,7.61453327124975,9.05236559205142,8.28644459075877,8.13053979286703,8.15890991635884,7.88310322264032,7.44980624917407,8.34467031216725,9.10780824308922,7.65909621254114,8.10916975684127,7.570256793985,6.29933336728292,8.47564893719756,8.42344695015706,8.68167763255799,8.08638098947591,8.58433542980284,8.75951556688631,7.11461543108159,8.32616629272516,8.24444092690665,8.57978419401517,8.43273257791894,8.20372531316067,8.526691268458,7.94706083005918,8.53155649297684
H2AC11,8.51382076409387,7.8342571657959,11.1078665853222,7.82686932309512,14.1816362917825,9.72234843784435,12.3012668086862,13.0860820324612,10.6452348250125,11.7031398645719,8.22965537865745,9.32560616625251,8.3112313957296,12.4187958052471,11.0609091387751,9.77015175326164,8.51345779131337,9.2254967116632,14.1053765590002,9.01535314149159,9.64339255051477,7.97971991014866,7.59482437286093,7.43489293032906,7.28062756779865,7.74321094403033,9.25085615640011,10.4251610371383,13.6514636378258,10.4381505733732,8.12671570972848,10.7406153990837,7.93028652780512,7.97955286387626,7.43751711074886,7.8594225166361,7.18275016499761,6.92657830411006,8.03879062928677,6.71888119143114,10.3542181882791,8.1602569152346,13.6762061248988,12.9393100345374,8.48512945391537,11.6383111258304,7.89444729364258,12.2693310866238,10.988839429607,10.7797755152565,7.50961220946145,13.6942320144359,10.0718384159356,7.86387005786381,8.83680639182015,9.65551075863284,7.89008807645432,15.1066934017474,8.49171561576897,13.2714440770297,7.69382693287744,8.53492360058655,7.53651474438592,8.03065530340003,7.63276574934434,6.60504555187124,10.9111337833571,8.30255052839813,7.56091006523948,8.80987165133431,7.99942511526067,7.24220804993011,8.53096598483126,7.69982041474494,7.51398062300673
CD59,7.53386212582166,7.50438463519219,7.78867756247242,7.97916268110551,7.95015609574381,7.59922404491591,8.15420465562746,8.25559771404301,8.08902963879348,8.06748938575092,7.70328444242785,8.38174894963634,8.53856171666018,8.70651464467392,8.07142437665228,7.87078985052914,8.93282446880596,7.87612713123788,8.36895184632829,8.34865209745093,8.31466541454748,7.96166829891714,7.86190695703532,8.07129680765149,7.97280638212052,7.9135442105149,7.92558296358361,8.22495097734073,8.43321435778669,8.23796312396754,8.24460796374751,9.06244837852466,,7.31724416333335,7.97007541757532,7.46603674686702,7.1625190389093,7.21223055949134,7.78616798385901,7.60302211704689,8.15542121864872,8.03226295736887,9.22707993978881,10.9632082810115,8.2561252101988,8.01868455501374,8.29366284104013,9.05936749862858,8.05419526013002,7.34606214793093,7.8121133874063,8.5807017485059,7.84012353206829,7.72493074127802,7.50668838257771,7.75170430719764,7.55203585886798,8.81196020128512,7.46486816860251,8.08957875009459,7.23281567253315,7.19146553527639,7.49545006572319,,7.11492551218925,6.88522704828258,7.85500584243229,7.303151608938,7.07816674871032,7.4853210113748,7.71922858421882,7.26379551413087,,7.01926692026985,
ATP5PD,7.62705700604652,9.58431902700549,9.51760110126426,8.9958461762573,9.65795664163509,9.39812528637632,9.20952336686581,9.96244554417759,9.48139377950207,9.48643695268196,9.35988750638607,9.79396838890964,9.62907069970184,9.90713261418222,9.31917554973872,10.0437285589385,9.6567269990755,9.98322412683097,9.96829505798048,9.99108671582697,9.67899513341469,9.77737844433321,,9.61327509012547,8.9048948431717,9.35906972589101,9.68509220646185,9.66327149700705,9.50985531660403,9.82296134922232,8.54939018808937,7.8658166135998,8.46138938082252,7.95828926980683,8.23924082044456,,7.64010324648795,8.24252595730812,8.39469508622897,8.44907603610752,9.88375203244495,9.36808638133769,9.99709446809859,6.93731790739379,9.2556155263288,9.59896923732134,8.79823996785265,8.86772728680414,10.0312624668422,8.04274435642929,8.66738232097595,9.66389589055066,8.38456360726746,8.91818920737009,8.1955045233769,8.76235737768315,8.63725879253411,9.89088019974508,8.75518902917707,9.94574390754902,8.47833944590415,8.84292292231887,8.43635804261728,8.07467135906587,7.58425077873011,8.39039041378344,7.97389476721508,,7.66278034248094,7.59124187795403,,7.58892329297439,6.81074532698961,,7.99432789328491
DPT,10.3697110898864,9.59760908510677,10.0893399889697,8.86826856670945,9.75950619638214,9.57451950180615,9.53865889491517,9.12860952977959,9.59204078708162,9.15342609129924,9.94754349794772,9.26158267283328,9.22130621502319,10.0797500602974,9.50657851391449,9.60217953520348,9.8337110558576,9.73465490522586,10.341606448652,9.41622874242741,9.45303378899936,9.72971144954806,10.6250106355562,9.92244622921029,10.6953118425306,10.1397876095525,10.2013448829149,8.98419853217573,9.30144526109341,9.39594360220718,9.96839575194887,9.59676272212061,9.8204631395008,10.365282348783,10.5495722874842,9.99744410442496,9.64992858711175,9.98965349637032,9.92256785827312,9.67371983827671,9.77005639522642,10.0223895729096,9.53270842323202,9.86871007500003,9.79486809999004,9.8631905521401,8.85503594024702,9.13603661528165,9.62770361334529,10.2055059425576,10.1899687085133,9.88562529232563,9.86133328267234,9.45104002172933,9.97456141763553,9.68010489517467,10.2453570064365,9.29066594993776,10.2285244694388,9.14488242408803,10.3144325700225,9.40495458881617,10.1028151727064,9.92523663939603,10.1889339986425,10.0111057845778,9.49909656136684,9.76234516856808,10.2554690768986,9.61665246340806,10.3409962117212,9.88391812647817,10.2822217094876,10.1483714378741,10.3462200194705
GSTK1,7.05779912296196,9.76856041643892,10.1258671619395,8.84216979902075,10.1853637923331,9.34651077413792,10.284459268605,10.776627393201,9.71192507469998,9.49379592557097,8.64728792377431,9.55856900431746,9.59114691217757,9.12494007678194,9.23923112567447,10.5751443076098,9.67459226788912,10.0570092642251,10.1668849650269,9.16316939621261,9.66390452432009,10.1229696574194,7.31565107854859,9.52591515879158,8.46709887351292,9.14444676786331,9.64385765117856,9.30623754695921,9.51538778292553,9.79702054414899,7.57673874035804,7.60894271972279,7.95086007341806,7.86601157740841,7.41599733788618,7.75234883718004,7.19216077568192,7.6711177811226,8.10821280015029,8.96920848634303,10.7478767748662,9.69287213939482,10.196775547769,7.49102337325952,9.91137645948924,10.0677638987199,9.00663546712429,9.15914463122689,10.1635654130238,8.02605273010048,8.34285392589247,9.92985709743934,8.98248086306242,8.74423007820397,7.77223898761443,7.35400294462341,8.82659736935659,9.92677715979199,8.97692960943064,10.01244006914,8.13750628840678,9.28769692238822,8.32403180436982,7.96410890758164,7.41194737350855,7.63704317236402,6.70625271453456,,7.26415042974523,6.05906866317074,6.67021334197428,7.46542438509403,7.09267468741878,6.77173900791493,7.98767309913033
STK4,7.71823129477548,8.98888084731389,10.643270718428,8.21865043670901,10.2340964749595,8.90046967657617,9.79896577118436,9.50667734667721,10.0261522922957,9.12151889499985,8.38118321502589,9.2198456691039,9.45620227848144,10.1345286406717,10.0001854861227,9.74914820392977,9.54043762148905,9.44425221287712,9.82259733576765,9.27253764097757,9.38703317744231,9.70754468307731,7.19929498358833,9.34639556771073,8.50054931404374,8.28482684714852,9.38728773362276,9.01149034987904,9.47892330355823,10.2384070918892,10.5359217942724,9.59816589625706,7.91171151742304,7.92300992857597,8.07059055439319,7.17952699932408,7.60265076290115,7.40323063401253,8.15441680020126,8.31055939502186,9.16580776817456,9.6692532522683,9.76692555864324,8.96799407511899,9.02874941882343,9.88112818069525,8.49336073324355,10.0605671573408,9.67663465067472,7.86208773159607,7.92327744837108,9.73760558372079,8.4644367998793,8.90448697261761,7.91083733399329,9.47236941553126,8.79372701094555,9.46103078529673,8.61091636385394,10.1630809924961,9.01073081259341,8.99845545081398,8.3234560634031,8.55146386834974,7.26976287185059,7.56011337359092,5.78418322997635,8.03645886326034,6.79117892999075,,,7.31343339629714,7.95662641384422,8.31868251394063,7.27329155154286
EFEMP2,9.71576296367754,8.93357394139112,8.83319431821576,9.40191626641944,8.90450582210508,9.03336021160774,8.81291898402529,8.27479079465729,9.25837630574478,8.60236286924573,9.23516014782426,8.97066579630256,8.43049978708141,8.92259191052739,9.29854634591516,9.1223460760097,8.95901233626606,9.17261721518969,9.29991157717749,8.85354527861403,8.88261057220402,9.45744951722004,9.72942126745698,9.27200869742064,9.87205768669151,9.85336571601666,9.48033240559269,8.81483634464756,9.20927243783734,9.16719884560541,9.71070752757579,10.2587427890471,9.70002295412501,9.68528774023015,9.78578513948094,9.59280998253017,9.26378425675219,9.66809333862143,9.5327834638893,8.94375690796346,9.06450325520376,8.99746222741927,8.6125614002946,8.00799157206358,9.43803540248629,9.24978802844558,8.80681225210088,9.01503261097546,8.98202785878186,9.58441840618213,9.31863818852834,8.68882580592708,8.96165103605253,8.6166837754103,8.96122901188694,9.33202405006683,9.1673466109025,8.36668891320196,9.3648425183018,9.19279451841588,9.43061339245118,8.24791106600517,9.31053545369735,9.35282983290297,9.46209063432329,9.79743099041726,8.40488220066121,9.51004744809494,9.54621490945818,8.76093870264894,9.60491084816618,9.62095251071805,10.1933052077681,9.25316715354274,9.44951581435082
CNN2,8.25948788688549,11.3789511092744,10.9478542174559,10.5827700481531,10.8980212985403,9.70337721109478,10.8577197703147,11.8889312038124,10.9695137542914,10.405944198926,10.2418051895552,11.2766891763361,11.2550404196307,10.1975729209206,10.5714475905639,11.1321216970798,10.4998891610874,10.7800102079937,10.5430820195403,10.861944168968,10.617591255401,10.6630775171005,8.92303568736343,10.7338162466987,9.5974501029663,9.59476247297199,10.6625250011757,10.5454144441164,10.0960138291116,10.8160341323964,9.71341002478853,8.94127746948781,9.00744694048244,8.80078707578062,9.25222474723507,8.45752932410118,8.67884983319674,8.77781438554157,9.35302923690884,9.15025197504955,12.0236975738048,9.94202578020042,10.10447892846,9.60848549364069,10.4457032572113,9.89154030035235,9.58587819680395,9.3972568660065,9.95930624391187,8.39200786666054,9.70224933364926,9.98081650414862,8.95816496128616,9.53984612029825,8.52457393212763,8.70710410321879,9.4376939829885,10.8337996665388,9.39501961677777,9.9987170840244,8.64890759649897,9.21356039834841,8.98504725495756,8.74882572456142,8.44550119554382,8.20276722760919,6.69882919324401,7.67233404691247,8.81709987202122,7.48558408930721,7.41924236963666,8.24865706754444,7.63423866804343,7.94574645889303,8.81736092258881
SDC4,8.44141004697556,8.72270130056319,10.1983745732356,8.84853018150201,9.6832581558792,8.62462634551776,9.42667911628189,9.61072766906416,9.46001144848676,8.93084377534508,9.45968607829102,9.3210665327702,9.27827787974809,9.172893994622,9.28007133001878,8.89501098307005,9.44365500820838,9.22457604744108,9.19063901661874,9.06779078134588,9.47773357303546,8.91769040784394,9.37173710824481,9.03289538249431,9.16099241036851,9.45824538562962,9.05875079919019,9.52749776561529,9.89881059617392,9.17416661168677,9.2892659645435,9.4152717916837,9.04681709999737,8.68803879621338,9.44105529969198,9.1621592103297,8.69308726794055,8.18507964263646,8.37147512199266,7.90679563492115,8.34216557693773,9.15391660858582,9.0717096391435,10.3792978636852,8.98789410456076,9.66322658573994,9.25737953698842,8.85426051473259,9.43261215066009,8.28845361457927,8.71530148478655,9.19171531030563,8.18983228173663,9.12412232214704,8.21678539960076,8.81153483123521,8.79067353477861,8.51263025849813,8.83601368440099,8.05859147216275,8.62317990770533,8.23228064828572,8.34815866964255,8.83955482863072,7.95708558879179,8.47081051966536,8.60385549344724,9.30107085229773,9.37870138807222,8.1830753269472,9.58924473426432,8.39650976599391,8.11086558652522,8.42400245490766,8.31625965005887
ST8SIA4,7.73943310565143,7.62292187937454,8.07348655853146,8.0301264315649,7.66362043621458,8.32962923127305,7.85182055717074,7.24849719483371,8.068476470603,7.38459745531758,7.98765451426048,7.70825614460849,7.39037991697834,7.95293283256922,7.9084061847476,7.37476392377151,8.20821205885007,7.90790436945691,7.78641766504576,7.54662373843473,7.64488491273823,7.92677669974285,8.63085410328153,7.86114886692276,8.23671837884864,8.05974854052753,7.97769470755534,7.76717297092241,7.28004557959895,8.0018821952513,7.94307032843501,7.77283701176312,8.06128229263031,7.83561985222103,8.3787012595825,8.29933311021636,8.19581869031565,7.49650433120516,7.96715873683105,7.16244466615769,7.08643010008732,7.96905356376022,7.66626087725449,7.79246363259242,7.77036951871882,7.99531641326115,7.60279991568268,8.54987155844859,7.75671708413022,8.09778189076123,8.16610966280787,7.28981211837129,8.36782602828804,7.81713028176262,7.8839954215445,8.15708502177861,8.24384894337796,7.40270040105282,8.1912238740481,7.70535816758717,7.99855380433716,7.20375522091416,8.23378098764858,8.31179287897936,8.38170630609371,8.33010369540943,7.24201320163206,8.47662992225108,8.55957074732546,7.87514292552075,8.70165517940893,8.85923314774032,7.90157853532515,8.02026391973825,7.70615407903814
OSTF1,7.4078059974226,8.84435250584012,10.4184418302713,8.77303870191781,10.2057461859489,8.90462541032891,9.65850587828787,9.21881861422429,9.73204752513996,8.89067307686612,8.27370135801481,8.93901196323546,9.15306070272863,10.9934977058517,9.79224683313213,9.37617572744833,10.0920287652274,9.39583955246478,9.75163541088818,9.10414714773481,9.08669856817098,10.1835636021941,7.74177681161294,8.99657482146411,8.26664716710979,7.95449656524003,8.84752241555802,8.71792937436025,9.37457020041997,10.2820998837001,11.2216414842076,10.3077386694964,7.99618716365874,7.72857597927053,8.37646671813146,7.5375265134881,7.5425463573877,7.11094835151173,8.02532641912832,7.86190724967034,8.98963184427348,9.12163136861098,9.59641520448725,9.30133822389626,8.776553434575,9.52638083022061,8.85863778281481,10.1565458841883,9.11193218692013,8.41645749485518,7.93116620979787,9.33549628884666,8.00223463163518,8.59670149863261,8.03452569499752,10.5481605119337,9.04486515392866,10.0132058206912,8.5508293894391,10.4187494667628,9.72095756932482,10.4181551421368,7.87941487924369,8.54309663710329,7.57502893102671,7.82486073867028,7.55444874071716,8.71244188788249,7.15993212539345,6.12558179601198,6.67179917879656,7.71923958931617,6.73883224297201,9.29006776808646,8.04265717246155
APOA2,12.7431241005628,11.9838464299204,11.9358725029544,12.0067345826797,11.915309848024,11.4795440763677,12.4447101181643,11.776372518115,12.2163022339935,11.3327027958911,12.0279045859339,12.3421728703856,12.1108369752387,12.4511883974572,11.8363968791498,11.0992319610325,12.6822276762623,11.5518435311736,12.2357777785411,11.7919846651651,12.1277804291859,11.6875210749243,12.803186471358,12.0517320218669,12.2991915863377,12.3948513211967,11.3485352094772,12.1264153538842,11.9721504840046,12.1474256054469,12.8081487270444,13.1482677001383,12.6331553557188,12.4455721728596,12.6078784220747,12.1414322980051,12.3445233122491,12.1869329685385,12.5713207388115,11.1134333091193,11.6771167503904,12.088500336677,12.4679104285137,12.1396675550081,12.7039443095746,11.7833941362544,11.8983238797333,12.3028417775849,11.5548277992634,12.3926269560176,12.1494351102728,11.6465360408436,11.3596465022793,12.6730583632354,12.095169335036,12.5840502429578,12.5945907776624,11.4227875734834,12.4253241006126,12.3061813907296,12.3606036291111,11.3771144903352,12.3646908809503,12.3762812160965,12.5224465744778,12.3826950973122,12.2609911187447,12.60128201707,12.48098858682,12.5943231773737,12.5392692372389,12.602957501126,12.3511220291778,12.5856709153501,12.4705995180052
ITGAV,7.18523091283277,8.08365239653806,8.71968741835372,7.5859470293607,8.60926524246527,8.03335642209693,8.49148999704638,8.36912782089496,8.52798218079196,7.75767790184337,8.0599053012526,8.43555749278765,8.13131221160409,8.44238523703442,8.03067296455532,8.69483371756669,8.39962757105122,8.72165886116965,8.10755653834291,8.33380212214441,8.28923642562054,8.0394176810802,7.15343610494377,8.18605003994784,7.41606017861614,8.353626153033,8.37189353162905,8.40147505833187,8.22093177407218,8.52253621437749,6.59165621800518,6.71888991810613,7.26300855727711,7.73528718953923,6.58483587296829,,7.52825237296253,6.75300410903752,7.28494291185463,,8.37011073940129,8.49759229624124,8.62115938248186,,8.47856103497557,8.67890775096058,7.94798969774765,7.74425892756148,8.54957061900071,7.06184883912911,7.93078837399681,8.62040967014111,7.09826492742246,7.82004630333438,7.37692857900146,7.33020477819094,7.47714667274922,8.32640829742451,7.70818965921772,8.10276867198637,7.61217457508045,8.05626608547778,7.76318338401919,6.90372402167673,7.15606745736947,7.7574831030321,6.78934907403607,,7.43093311562413,6.94973693034672,6.81774718638686,7.73793275140959,7.534229122708,7.23592597244898,7.82604975155336
COLEC10,10.9542254473724,10.2842860974402,11.4834964193248,9.71993132691105,10.2581621350571,10.7984365959806,10.8432573134154,10.0184491275274,10.4426377030469,9.39975894274686,10.2269327906194,10.0248184228777,9.88630146620275,9.79319300434261,10.3046755653751,9.84980168727709,10.7447191343026,10.6715841873536,9.76973250820096,9.8812880558805,10.1024209935183,10.3940723978795,11.0740286617451,10.047014875754,10.2328873874576,10.353207733776,9.97625877509343,10.559756515749,10.2891380951896,10.2018045531662,10.1107681013945,10.0977045486077,10.6027166288447,10.4487905432326,10.9875072920938,11.2167384569723,10.9787680605471,10.293448868103,10.4722396577635,9.67574278871839,9.80919106070407,10.3164023935187,9.41055455867378,9.6252844806068,10.4866407201975,10.3427938241822,9.88154056187615,10.0124201188878,10.2466093674765,10.6782053472707,11.3718988230043,10.3402311703681,10.1580123040359,10.6541505835172,10.7630961804513,11.1602641414644,10.7245708668939,9.71052035910776,11.3214415048951,10.0516877075166,10.8137693577301,10.2399099617865,10.8445416421947,10.7196196574574,10.8958290890209,10.8641606713215,8.94910670377541,10.9984546506141,11.3086735146291,10.4794758141877,11.1207385980684,10.9969925856603,11.243954109147,11.226347098473,10.2626109934885
PCSK9,10.0550687350063,9.64061345564617,10.4108194954594,9.80956019539708,9.99852052363232,10.0631878761396,10.1336205922692,9.52975817054743,9.72001515295653,8.76347485957279,10.0270644906991,9.92577138731301,9.67033040854683,10.3204633360241,10.0382126239513,9.4166242835191,9.81588924155709,9.91765243435969,10.2463805759658,9.50207825583501,9.49526113161086,9.40712392027357,10.4391430027254,10.0687849464263,10.4491888195217,9.99302658878021,10.108324491546,9.33163916344975,9.48229012845326,9.88757943697332,10.4958906132571,10.642336396314,11.1708168940984,9.6353853945637,10.7113759653108,10.6424839809614,10.3291032202899,9.43294354906942,9.90091530630741,8.73912500896805,8.89746476421606,9.7139042033574,9.18697109767273,9.87882266785426,10.4447729131736,10.0900150979519,10.0415565096071,9.66122678114566,9.76113690593457,9.85272967764739,10.4802761708205,9.71863800453032,8.72962439248314,10.1022587712873,10.408531155534,10.4176679381225,10.0745704432127,9.15268209871154,10.5850785354667,9.91286122674934,10.7536901050555,9.37449222486702,9.78715766229003,10.4874783454514,10.6510678316979,10.1197049625976,9.69202812109746,10.494893745201,10.954878006504,10.4586618469942,10.1296322553209,10.3105783748022,10.3288607355595,11.3345169370757,10.4808953327365
FBN1,9.38625868634505,8.59474715917951,8.47176339253603,8.60260358313539,8.30093925653556,8.33389489960469,8.71512429897358,7.98818825526373,8.4451626176321,8.27209727088945,8.59983030811422,8.54921960133067,8.30283135498377,8.48080341088277,8.61497688705163,7.97183996157027,8.46245315170726,8.23894489596351,8.33652896297064,8.10727395980381,8.38743489647258,8.2790229087222,9.05302598148087,8.25297493578696,8.68767400280854,8.64929187148437,8.37863214535278,8.45332456948851,8.72720926455425,8.42955058190254,8.62847063104623,8.78953299387966,8.57269965416418,9.19886269170216,9.26400883428812,8.63296068637711,8.69019307519305,8.70232500616578,8.486446235285,8.22435868930306,8.25090353020344,8.4723907008863,8.09980786942367,8.41311913485952,8.76932802294116,8.3677987491504,8.36608539797801,8.51408650384729,7.96414325894439,8.78670785608761,8.65022315054929,8.40725432242013,8.35804713807885,8.15785538461543,8.50942530445237,8.87820579865337,8.48702338173495,7.7403062552944,8.86139822679469,8.2547181867263,8.7353020670717,7.85810388134646,8.73332571087881,8.91645328876159,8.81248478822218,8.86274584361551,7.5026626373422,8.5557552441234,9.15711543568312,8.54068184173236,9.13304001377646,8.80271417841106,9.16269560031036,8.81320757445539,8.49486844782634
